userid,logins_m_1,logins_m_2,logins_m_3,logins_m_4,logins_m_5,logins_m_6,logins_m_7,touserid,kudos_t_m_1,kudos_t_m_2,kudos_t_m_3,kudos_t_m_4,kudos_t_m_5,kudos_t_m_6,kudos_t_m_7,fromuserid,kudos_f_m_1,kudos_f_m_2,kudos_f_m_3,kudos_f_m_4,kudos_f_m_5,kudos_f_m_6,kudos_f_m_7,userid_0,kpi_m_1,kpi_m_2,kpi_m_3,kpi_m_4,kpi_m_5,kpi_m_6,kpi_m_7,userid_1,lrn_m_1,lrn_m_2,lrn_m_3,lrn_m_4,lrn_m_5,lrn_m_6,lrn_m_7,userid_2,lrn_t_m_1,lrn_t_m_2,lrn_t_m_3,lrn_t_m_4,lrn_t_m_5,lrn_t_m_6,lrn_t_m_7
23533,153,52,30,153,141,15,,,,,,,,,,,,,,,,,,23533,19,17,10,19,13,3,0,23533,25.000,,,15.000,,,,23533,2,,,2,,,
20777,180,156,100,171,136,102,80,20777,,,,1,,1,,20777,,1,,,,,2,20777,34,29,23,25,21,21,24,20777,25.000,25.000,10.000,33.750,20.000,,5.000,20777,2,6,1,5,5,,6
18925,53,154,131,146,259,138,257,18925,,,,1,1,,,,,,,,,,,18925,19,34,29,26,37,30,29,18925,,,25.000,30.000,,,23.928,18925,,,2,2,,,51
22480,55,254,146,225,149,264,134,,,,,,,,,,,,,,,,,22480,10,24,17,23,16,24,21,22480,22.000,,,,,,,22480,3,,,,,,
14916,279,206,248,311,602,355,267,,,,,,,,,,,,,,,,,14916,26,23,22,21,25,25,24,14916,25.000,,,,,30.000,0.000,14916,2,,,,,1,1
20042,183,368,209,234,145,158,204,,,,,,,,,,,,,,,,,20042,27,33,27,23,21,20,30,20042,,10.000,10.000,10.000,10.000,,,20042,,1,1,2,1,,
11519,73,43,30,94,73,38,46,,,,,,,,,11519,,,,,1,,,11519,24,21,16,19,25,16,23,11519,18.000,25.000,20.000,38.333,22.500,,27.727,11519,1,3,3,31,7,,19
21293,496,257,165,26,,,,21293,1,,,,,,,,,,,,,,,21293,29,19,7,3,,0,,21293,62.500,,200.000,,,,,21293,2,,1,,,,
12648,110,124,133,474,306,281,365,,,,,,,,,,,,,,,,,12648,5,1,7,22,16,12,15,12648,,,27.500,,,,10.000,12648,,,5,,,,1
6916,92,63,85,205,140,82,125,,,,,,,,,,,,,,,,,6916,6,0,0,18,6,4,10,6916,,,40.000,40.000,,,,6916,,,1,5,,,
21861,279,350,286,192,424,292,442,,,,,,,,,,,,,,,,,21861,31,26,31,18,32,25,22,21861,25.000,20.000,21.666,48.333,20.000,25.000,17.500,21861,2,3,11,6,4,4,6
7700,19,19,56,50,68,25,21,7700,,,,,2,,,,,,,,,,,7700,15,9,32,26,33,25,30,7700,,21.666,27.500,22.500,25.000,,,7700,,4,5,5,3,,
20761,72,58,63,83,40,41,68,20761,,,,4,,,,,,,,,,,,20761,36,25,14,27,23,27,28,20761,25.000,25.000,10.000,,,,0.000,20761,2,2,7,,,,1
24189,,22,441,522,471,371,430,24189,,,,1,,,,,,,,,,,,24189,,0,23,30,30,29,24,24189,,,7.500,28.636,15.000,26.111,15.000,24189,,,4,68,51,20,4
24034,,148,90,50,74,101,194,24034,,1,,,,,,,,,,,,,,24034,0,19,23,14,12,12,16,24034,,,20.000,,,,25.750,24034,,,4,,,,98
6343,85,89,46,143,70,43,30,,,,,,,,,,,,,,,,,6343,19,17,8,11,12,10,5,6343,,,15.000,27.000,,25.000,40.000,6343,,,2,57,,1,7
13786,132,100,74,113,328,208,384,,,,,,,,,,,,,,,,,13786,25,19,13,18,25,23,28,13786,,12.500,,62.500,24.615,,,13786,,4,,4,44,,
18802,344,161,178,181,272,233,265,18802,,1,,,,,,,,,,,,,,18802,22,11,7,11,19,19,21,18802,25.000,,10.000,17.000,19.000,,23.333,18802,1,,2,7,8,,14
24304,,29,100,150,212,103,121,,,,,,,,,,,,,,,,,24304,,0,3,23,19,19,15,24304,,25.000,15.000,65.000,19.000,20.000,17.000,24304,,2,4,3,64,2,14
24914,,,12,36,20,71,110,,,,,,,,,,,,,,,,,24914,,,7,11,13,20,10,24914,,,,15.000,,11.250,13.000,24914,,,,2,,8,9
21799,604,653,781,701,1032,267,461,,,,,,,,,21799,,,,,2,,,21799,24,24,25,25,34,18,27,21799,0.000,0.000,10.000,65.000,,,,21799,3,1,1,4,,,
11849,,86,37,36,26,19,47,,,,,,,,,,,,,,,,,11849,0,23,15,19,22,20,20,11849,,13.333,27.500,25.000,,,,11849,,6,5,1,,,
14663,92,121,130,232,495,217,395,,,,,,,,,14663,,,1,,,,,14663,20,28,25,23,27,14,20,14663,25.000,,7.000,4.666,,,,14663,2,,6,3,,,
8956,240,178,140,229,327,214,264,8956,,,,1,,,,,,,,,,,,8956,31,23,21,27,23,26,24,8956,0.000,,,,,,,8956,1,,,,,,
21683,56,41,149,44,352,192,371,,,,,,,,,21683,,,,,2,,,21683,7,14,19,9,12,11,11,21683,,,,,21.666,,21.388,21683,,,,,6,,88
9359,207,192,290,164,356,293,389,,,,,,,,,,,,,,,,,9359,29,21,31,23,32,36,32,9359,,,,100.000,,,,9359,,,,1,,,
23245,148,67,48,,,,,,,,,,,,,,,,,,,,,23245,21,17,16,0,0,0,,23245,9.000,,5.000,,,,,23245,3,,4,,,,
5722,138,252,276,144,151,140,268,5722,1,1,,,,1,,5722,1,3,,,,,,5722,16,11,14,11,22,18,24,5722,,,100.000,30.000,83.333,40.000,,5722,,,2,1,4,2,
13232,59,14,72,153,72,79,88,,,,,,,,,,,,,,,,,13232,22,30,37,26,31,28,33,13232,25.000,,21.666,27.500,25.000,,18.333,13232,2,,10,13,2,,14
11978,111,80,66,63,88,115,43,,,,,,,,,11978,,2,,2,,1,,11978,0,0,0,0,0,0,0,11978,,,,,0.000,,,11978,,,,,1,,
21816,989,1076,947,615,1577,1574,568,,,,,,,,,,,,,,,,,21816,26,16,20,15,20,22,9,21816,25.000,,7.000,8.000,,,,21816,2,,2,3,,,
26539,,,,,,,17,,,,,,,,,,,,,,,,,26539,,,,,,,16,26539,,,,,,,0.000,26539,,,,,,,1
9951,97,90,40,70,96,84,100,,,,,,,,,,,,,,,,,9951,20,15,13,14,18,22,17,9951,,,,0.000,25.000,30.000,10.000,9951,,,,1,1,1,1
10021,109,93,51,12,27,42,19,10021,,1,1,,,,,10021,1,,,,,,,10021,22,26,29,20,19,18,26,10021,25.000,0.000,,,,26.666,,10021,2,1,,,,5,
21994,88,133,106,67,,,,21994,,,1,,1,,,,,,,,,,,21994,18,18,8,14,0,0,0,21994,25.000,,18.000,13.500,,,,21994,2,,11,5,,,
25861,,,,,,205,324,,,,,,,,,25861,,,,,,1,,25861,,,,,,11,20,25861,,,,,,18.750,10.000,25861,,,,,,8,1
5655,1281,498,782,573,615,558,657,,,,,,,,,,,,,,,,,5655,37,24,25,26,29,24,25,5655,50.000,,200.000,100.000,150.000,0.000,,5655,2,,1,1,1,2,
24731,,,56,445,347,,,,,,,,,,,,,,,,,,,24731,,,6,4,2,0,0,24731,,,15.000,30.000,,,,24731,,,4,4,,,
16792,72,119,44,94,39,78,39,16792,3,1,,,,,,16792,,1,,,,,,16792,13,22,12,18,9,19,11,16792,12.000,,,,,,0.000,16792,1,,,,,,1
8283,143,133,132,207,172,39,5,,,,,,,,,,,,,,,,,8283,38,30,26,26,28,21,0,8283,25.000,,,,,,,8283,4,,,,,,
14417,67,38,5,,,,,,,,,,,,,,,,,,,,,14417,28,22,16,0,,,,14417,25.000,20.000,,,,,,14417,2,4,,,,,
21742,65,105,91,90,134,102,76,21742,,,,,2,,1,21742,,,,,1,,1,21742,20,36,27,29,42,39,46,21742,,,,30.000,,,0.000,21742,,,,2,,,1
14697,42,206,200,176,58,10,27,14697,,,,1,,,,14697,,1,1,4,,,,14697,9,33,34,22,26,19,23,14697,,,,15.714,20.000,,,14697,,,,11,3,,
26182,,,,,,,199,,,,,,,,,,,,,,,,,26182,,,,,,0,15,26182,,,,,,,20.000,26182,,,,,,,6
12108,68,196,122,145,150,153,101,12108,,5,2,1,,1,,12108,1,4,4,,11,5,1,12108,14,27,18,18,20,16,19,12108,,,,30.000,,0.000,,12108,,,,2,,2,
19767,,23,63,420,190,80,396,19767,,,2,2,1,,1,,,,,,,,,19767,0,14,7,23,20,12,22,19767,,,26.666,30.000,,,,19767,,,20,2,,,
12459,33,27,42,42,18,30,53,12459,,,,,,,1,,,,,,,,,12459,13,13,9,10,9,1,14,12459,25.000,,,30.000,,,20.000,12459,2,,,2,,,3
23875,13,165,103,49,,,,,,,,,,,,,,,,,,,,23875,0,17,18,6,3,0,0,23875,,25.000,,,,,,23875,,2,,,,,
15704,216,198,430,523,421,335,449,15704,,,,,,1,,,,,,,,,,15704,22,28,30,29,31,21,31,15704,,,13.333,15.625,25.000,25.000,29.545,15704,,,18,57,1,5,35
20693,376,348,556,349,258,321,451,20693,,,,1,,,,,,,,,,,,20693,30,33,37,34,31,26,26,20693,22.000,26.250,33.333,20.000,32.500,,29.615,20693,3,6,33,6,2,,15
7242,110,102,68,101,64,60,92,7242,,,1,,,,,,,,,,,,,7242,21,22,20,17,9,15,10,7242,0.000,30.833,,33.125,,40.000,25.357,7242,4,9,,28,,2,41
20039,179,148,142,265,297,175,284,20039,1,2,,1,1,,1,20039,2,,,,5,,,20039,21,18,18,21,34,20,32,20039,,,,38.500,,30.416,10.000,20039,,,,73,,19,2
15967,154,84,128,223,211,120,210,,,,,,,,,15967,,,5,,,,,15967,27,19,21,20,22,20,17,15967,,,,31.428,,,30.357,15967,,,,60,,,52
7432,38,89,92,75,170,53,337,7432,,,,,1,,,,,,,,,,,7432,15,24,17,18,28,15,39,7432,25.000,10.000,16.250,10.000,15.000,,14.285,7432,2,1,7,2,9,,11
23300,290,202,195,132,,,,23300,,,1,1,,,,23300,,,,1,,,,23300,18,14,17,11,0,0,0,23300,25.000,20.000,20.000,,,,,23300,2,3,8,,,,
18290,906,311,274,236,307,194,686,18290,,1,,1,,,,,,,,,,,,18290,34,24,26,23,21,22,24,18290,,,,25.000,30.000,25.000,30.000,18290,,,,59,9,1,28
6738,608,509,461,723,763,483,694,6738,2,1,1,2,,1,2,6738,2,3,,,1,2,,6738,30,23,19,30,25,25,29,6738,19.000,,,11.875,,,23.181,6738,2,,,25,,,43
22396,310,312,235,315,202,220,199,,,,,,,,,22396,2,1,,,,,,22396,20,23,19,19,18,19,19,22396,25.000,,7.000,19.142,,,25.214,22396,3,,1,57,,,26
23190,1107,1345,1021,973,708,938,946,23190,,,1,,,1,,23190,1,,,,,,,23190,22,30,24,23,24,25,27,23190,41.666,,200.000,100.000,150.000,40.000,10.000,23190,5,,2,2,2,1,1
16149,256,85,173,315,307,285,349,,,,,,,,,,,,,,,,,16149,17,7,11,15,18,18,17,16149,0.000,,,,8.333,,,16149,1,,,,4,,
12707,64,84,137,115,101,189,198,12707,1,1,,,,,,,,,,,,,,12707,16,21,19,7,14,13,22,12707,,,,19.545,,,,12707,,,,22,,,
19497,269,191,390,188,153,137,292,19497,,1,6,,,1,3,,,,,,,,,19497,19,20,37,25,22,28,38,19497,12.500,,20.000,23.636,,30.000,28.214,19497,5,,2,59,,1,44
25358,,,,,405,606,260,25358,,,,,,,1,,,,,,,,,25358,,,,0,18,25,21,25358,,,,,20.000,,18.125,25358,,,,,8,,14
16868,127,149,91,288,109,35,,,,,,,,,,,,,,,,,,16868,15,18,11,16,9,1,0,16868,,25.000,,23.636,30.000,,,16868,,3,,104,5,,
11607,136,141,130,141,258,84,161,,,,,,,,,,,,,,,,,11607,23,19,13,15,28,16,19,11607,,,,16.666,,,26.470,11607,,,,25,,,53
24876,,,13,51,80,28,89,24876,,,,2,,,,,,,,,,,,24876,,,9,24,20,17,17,24876,,,,27.500,9.411,,22.000,24876,,,,3,35,,21
18042,785,654,810,1049,1171,948,1159,18042,,,,,4,6,2,18042,,1,,,,2,,18042,25,27,34,27,36,32,33,18042,25.000,,16.250,30.000,25.000,18.750,27.500,18042,4,,12,30,2,10,27
23664,114,144,15,27,275,63,117,,,,,,,,,,,,,,,,,23664,14,22,14,10,18,15,21,23664,,,,31.923,25.000,,23.666,23664,,,,102,1,,58
9066,453,346,652,402,397,420,265,9066,1,,1,,1,,,9066,,,,,2,,,9066,35,41,40,39,33,32,35,9066,12.500,25.000,,,,,,9066,3,2,,,,,
24268,,103,267,173,186,40,23,24268,,1,,,,,,,,,,,,,,24268,0,18,32,30,30,22,26,24268,,,0.000,,,,,24268,,,2,,,,
17055,96,83,98,117,109,83,64,,,,,,,,,,,,,,,,,17055,28,28,18,22,26,23,25,17055,100.000,,200.000,100.000,150.000,,0.000,17055,1,,1,1,1,,1
16894,227,114,130,143,212,112,265,,,,,,,,,,,,,,,,,16894,24,23,26,23,23,22,32,16894,,,,,,25.000,,16894,,,,,,2,
26188,,,,,,,517,,,,,,,,,,,,,,,,,26188,,,,,,0,13,26188,,,,,,,0.000,26188,,,,,,,1
19640,113,89,136,133,104,54,139,19640,,,,,3,2,,,,,,,,,,19640,21,25,19,25,21,13,26,19640,,,20.000,100.000,,30.000,,19640,,,3,1,,3,
7309,49,93,152,105,52,108,76,,,,,,,,,,,,,,,,,7309,10,15,20,15,13,21,14,7309,25.000,,10.000,22.000,,0.000,,7309,2,,1,9,,1,
12918,156,42,77,90,74,56,82,,,,,,,,,12918,,,,3,,,,12918,32,24,31,28,23,25,33,12918,25.000,,,30.000,,40.000,,12918,2,,,2,,2,
23221,163,199,281,176,86,51,42,,,,,,,,,,,,,,,,,23221,9,18,23,13,5,2,1,23221,0.000,,,,,,,23221,1,,,,,,
23013,749,624,420,457,383,577,445,,,,,,,,,,,,,,,,,23013,22,21,2,14,13,21,23,23013,25.000,,,100.000,,,,23013,2,,,1,,,
8768,590,248,536,439,891,683,651,,,,,,,,,8768,1,,,,,,,8768,22,6,21,12,22,20,18,8768,,,,,25.000,30.000,,8768,,,,,2,1,
26121,,,,,,75,95,,,,,,,,,,,,,,,,,26121,,,,,,0,6,26121,,,,,,90.000,15.000,26121,,,,,,4,4
9372,164,115,110,126,155,342,435,9372,,,1,1,,,1,,,,,,,,,9372,33,30,26,26,28,34,35,9372,,13.333,25.000,57.500,,,32.500,9372,,6,2,2,,,22
24604,,,56,488,97,303,116,24604,,,,1,,,,,,,,,,,,24604,,,10,20,11,19,15,24604,,,15.000,,,,,24604,,,2,,,,
5691,120,139,104,117,219,209,244,5691,1,3,,,,,,5691,,,1,,3,1,2,5691,27,24,17,21,35,16,33,5691,100.000,,200.000,100.000,75.000,20.000,,5691,1,,1,1,2,2,
18909,406,425,142,,,,,18909,1,,,,,,,,,,,,,,,18909,18,17,5,0,,,,18909,25.000,,,,,,,18909,1,,,,,,
22842,50,86,31,25,8,,,,,,,,,,,,,,,,,,,22842,24,17,8,11,8,0,0,22842,0.000,10.000,,,,,,22842,1,1,,,,,
11347,75,100,57,104,90,161,197,,,,,,,,,,,,,,,,,11347,17,16,4,14,15,24,23,11347,,25.000,,,,,19.666,11347,,2,,,,,40
12981,220,249,207,166,152,263,254,12981,,,,,,,1,,,,,,,,,12981,36,36,32,27,25,38,37,12981,,30.000,19.000,22.500,26.000,17.000,10.000,12981,,24,19,9,8,9,1
8563,125,176,43,125,108,82,87,,,,,,,,,,,,,,,,,8563,19,21,23,20,22,23,23,8563,,,,,,40.000,,8563,,,,,,1,
23149,50,,,,,,,,,,,,,,,,,,,,,,,23149,15,0,0,0,,,,23149,25.000,,,,,,,23149,1,,,,,,
7072,82,181,70,109,152,100,80,,,,,,,,,,,,,,,,,7072,23,28,19,23,26,24,30,7072,,10.000,10.000,10.000,10.000,,10.000,7072,,1,1,2,1,,1
14273,55,109,118,31,65,18,64,14273,,1,,,,3,,,,,,,,,,14273,14,29,23,12,21,11,23,14273,,,,,,30.000,,14273,,,,,,1,
23677,43,56,130,52,32,31,37,,,,,,,,,,,,,,,,,23677,20,18,28,20,11,16,21,23677,25.000,19.500,,,,,,23677,3,8,,,,,
21676,24,3,59,27,52,18,48,,,,,,,,,,,,,,,,,21676,15,5,13,10,11,7,11,21676,10.000,,7.000,7.000,24.000,,,21676,2,,9,2,11,,
14094,61,37,182,50,109,28,61,14094,,,6,,4,,1,14094,,,1,,5,,,14094,32,28,38,30,25,16,23,14094,25.000,,,,,20.000,,14094,2,,,,,2,
13867,50,16,56,59,55,9,,,,,,,,,,,,,,,,,,13867,23,15,22,14,16,3,0,13867,,,15.000,,26.666,25.000,,13867,,,2,,7,1,
6542,240,143,106,78,139,374,363,,,,,,,,,,,,,,,,,6542,19,12,9,12,14,21,21,6542,,,200.000,,,,,6542,,,1,,,,
12881,156,165,150,106,177,201,226,12881,1,,,,,,,,,,,,,,,12881,30,36,28,20,27,36,35,12881,,,,,,40.000,10.000,12881,,,,,,1,2
18572,288,301,198,234,319,239,432,18572,2,1,,,2,,1,18572,2,,,,,,,18572,31,21,21,27,26,22,42,18572,25.000,32.500,,20.000,40.000,,21.578,18572,3,3,,25,31,,58
12831,52,44,43,23,34,119,69,12831,,,,,,2,1,12831,,,,,,1,,12831,20,17,11,7,11,27,30,12831,,,,0.000,,25.000,,12831,,,,3,,1,
14177,295,203,280,310,308,388,344,,,,,,,,,14177,1,,3,,2,,4,14177,42,27,38,34,35,41,42,14177,16.666,,,30.000,21.666,22.500,15.000,14177,4,,,4,4,7,3
15347,163,128,76,221,207,122,125,,,,,,,,,,,,,,,,,15347,25,26,20,12,31,30,23,15347,0.000,,,23.888,,,27.692,15347,2,,,91,,,26
21543,152,97,48,66,69,68,13,21543,,,,3,1,,,,,,,,,,,21543,34,28,25,17,22,20,18,21543,25.000,,20.000,46.666,,,,21543,2,,3,4,,,
23440,649,493,337,273,164,62,57,23440,5,4,3,,1,,,23440,,,1,,,,,23440,39,43,36,29,28,18,19,23440,25.000,26.666,,,,,,23440,1,5,,,,,
21669,143,172,312,151,111,97,101,21669,,,3,2,1,1,,,,,,,,,,21669,19,24,34,12,13,16,7,21669,25.000,,,,,,,21669,2,,,,,,
26392,,,,,,,27,,,,,,,,,,,,,,,,,26392,,,,,,0,0,26392,,,,,,,0.000,26392,,,,,,,2
10296,86,199,139,162,146,120,63,10296,,,1,,,,,,,,,,,,,10296,15,24,19,11,11,20,7,10296,,,15.000,11.000,,,10.000,10296,,,1,12,,,12
17304,349,614,644,535,1096,711,1266,,,,,,,,,,,,,,,,,17304,26,39,32,27,41,40,42,17304,,12.500,,,,,,17304,,4,,,,,
12029,146,202,123,211,113,212,162,,,,,,,,,,,,,,,,,12029,14,21,17,15,15,20,27,12029,0.000,,,28.333,12.500,,40.000,12029,2,,,35,4,,4
18070,145,103,117,120,136,147,66,18070,,,,,,3,,,,,,,,,,18070,36,28,14,21,30,36,19,18070,25.000,12.500,11.000,25.500,25.000,22.000,10.000,18070,1,3,14,37,7,13,2
8902,55,97,45,124,83,181,80,,,,,,,,,,,,,,,,,8902,18,22,6,21,19,15,19,8902,9.500,25.000,,24.000,25.000,32.500,15.000,8902,2,3,,21,4,93,7
18117,157,42,87,119,54,33,86,,,,,,,,,,,,,,,,,18117,28,32,32,27,23,26,26,18117,,,,33.125,,,23.437,18117,,,,23,,,61
6348,166,323,291,274,128,2,,,,,,,,,,,,,,,,,,6348,15,26,24,18,16,2,0,6348,,,20.000,30.000,,,,6348,,,5,46,,,
12321,96,121,98,96,92,54,,,,,,,,,,,,,,,,,,12321,19,15,14,15,15,11,0,12321,,,,15.000,,,,12321,,,,3,,,
18480,497,235,271,236,312,335,245,,,,,,,,,,,,,,,,,18480,30,28,26,18,31,31,32,18480,25.000,,25.000,25.000,,32.857,0.000,18480,2,,1,71,,10,2
25235,,,,252,669,1028,1101,,,,,,,,,,,,,,,,,25235,,,,10,37,41,36,25235,,,,57.500,,,16.470,25235,,,,2,,,27
6487,239,85,,,,,,,,,,,,,,,,,,,,,,6487,17,4,0,0,,,,6487,25.000,25.000,,,,,,6487,3,1,,,,,
25463,,,,,68,154,95,25463,,,,,,5,1,25463,,,,,,4,1,25463,,,,0,11,19,14,25463,,,,,25.000,20.000,0.000,25463,,,,,2,8,2
8919,169,175,212,327,486,432,454,8919,1,,,2,2,2,1,8919,,,,2,4,3,,8919,26,22,32,34,41,30,46,8919,,20.000,26.250,0.000,,20.000,25.000,8919,,5,6,87,,17,2
9235,160,273,103,188,197,142,164,,,,,,,,,,,,,,,,,9235,36,31,21,27,29,29,23,9235,,34.285,,18.333,,23.333,15.000,9235,,46,,12,,7,4
24903,,,1,17,40,151,40,,,,,,,,,,,,,,,,,24903,,,0,13,11,12,17,24903,,,,15.000,0.000,10.322,,24903,,,,2,2,85,
16662,243,282,142,157,247,95,63,16662,1,,,,1,,1,,,,,,,,,16662,41,37,30,26,32,21,23,16662,0.000,,,41.428,,,,16662,3,,,15,,,
11163,360,199,270,207,252,285,338,,,,,,,,,,,,,,,,,11163,29,30,31,23,31,31,35,11163,,25.000,,,25.000,23.333,10.000,11163,,2,,,2,3,2
24497,,,,24,458,720,561,24497,,,,,1,,,,,,,,,,,24497,,,0,10,19,11,13,24497,,,,,10.000,21.000,,24497,,,,,8,17,
18803,64,58,42,16,37,49,6,18803,1,,,,,,,,,,,,,,,18803,24,23,11,18,16,13,16,18803,12.500,32.500,11.000,62.500,26.250,36.000,,18803,3,3,10,2,18,34,
11159,76,182,124,63,76,27,35,11159,1,1,,,,,,11159,10,8,25,10,5,5,,11159,22,24,18,9,17,3,0,11159,,35.714,20.000,32.000,22.500,,16.000,11159,,106,3,8,7,,9
6809,295,178,146,197,197,255,587,6809,,,2,,,,2,6809,,,,,,,2,6809,25,18,17,19,16,23,26,6809,,,,30.000,,30.000,16.562,6809,,,,1,,13,28
9942,9,14,16,65,7,6,22,,,,,,,,,,,,,,,,,9942,0,18,13,21,13,0,5,9942,,0.000,,100.000,,,,9942,,3,,1,,,
20831,68,133,20,19,,,,,,,,,,,,,,,,,,,,20831,19,11,8,5,0,0,,20831,25.000,23.125,,12.500,,,,20831,5,90,,4,,,
16754,35,59,125,57,22,18,19,,,,,,,,,,,,,,,,,16754,21,10,19,9,5,10,7,16754,,25.000,10.000,21.250,21.666,25.000,19.000,16754,,6,31,15,6,1,30
19042,281,343,551,328,274,397,529,19042,1,,,,,,1,19042,,1,,,1,1,,19042,27,24,33,21,24,28,28,19042,25.000,25.000,20.000,16.666,,,26.388,19042,3,2,7,16,,,68
22866,103,116,117,150,161,143,139,22866,,1,3,2,,,,22866,2,,2,,,,3,22866,31,31,35,27,31,30,32,22866,25.000,21.666,20.000,5.909,12.857,15.000,20.000,22866,2,4,4,17,24,37,31
7978,135,129,74,72,48,77,47,7978,,,,,,1,,7978,,,,,,1,,7978,20,20,17,13,10,17,14,7978,0.000,,20.000,,,,,7978,8,,3,,,,
22739,475,344,483,331,409,404,437,22739,,1,1,1,,,2,22739,,,,2,,,,22739,31,18,31,21,33,33,38,22739,7.142,35.714,20.000,0.000,20.000,33.000,25.000,22739,10,40,6,4,8,12,30
25501,,,,,,393,1244,,,,,,,,,,,,,,,,,25501,,,,,1,18,22,25501,,,,,,,22.000,25501,,,,,,,13
6839,142,109,23,79,41,91,176,,,,,,,,,,,,,,,,,6839,34,34,12,23,21,28,35,6839,0.000,,,20.000,,,20.714,6839,9,,,16,,,30
19891,160,137,78,182,110,110,177,19891,1,2,1,1,4,,,19891,6,4,1,,,,,19891,10,21,20,27,22,16,32,19891,,,,35.416,,19.000,30.000,19891,,,,55,,7,40
22438,449,555,495,285,382,327,708,,,,,,,,,,,,,,,,,22438,22,24,23,16,22,20,28,22438,,,25.000,31.875,,,29.375,22438,,,2,28,,,52
18717,11,,,54,8,,37,,,,,,,,,,,,,,,,,18717,7,11,13,13,5,13,18,18717,,,,28.333,,,30.769,18717,,,,33,,,28
24712,,,22,57,24,20,130,,,,,,,,,,,,,,,,,24712,,,9,4,13,8,15,24712,,,,51.666,,,23.928,24712,,,,8,,,54
11160,305,432,145,349,211,298,176,11160,,,,,1,,,11160,,,,,,,3,11160,12,15,13,20,2,7,8,11160,25.000,,,35.714,,34.375,,11160,3,,,77,,22,
22821,27,41,,50,13,6,26,,,,,,,,,,,,,,,,,22821,26,18,10,18,14,13,19,22821,25.000,32.500,,25.500,,,,22821,2,7,,34,,,
12117,234,337,150,76,718,200,215,12117,,,,,1,1,,,,,,,,,,12117,16,19,7,2,29,9,15,12117,19.000,3.750,,,25.000,,18.823,12117,2,14,,,2,,51
15555,15,51,3,10,84,63,3,,,,,,,,,,,,,,,,,15555,21,21,11,8,20,20,18,15555,,,,0.000,25.000,23.125,,15555,,,,2,5,17,
6195,71,127,60,56,,31,43,6195,1,2,,,,,1,,,,,,,,,6195,15,19,16,2,9,9,26,6195,,,,22.777,,16.666,,6195,,,,22,,8,
6397,272,181,273,191,216,272,281,6397,,,,1,,,,6397,,,,1,,,,6397,40,41,44,31,40,35,40,6397,,,18.125,40.000,25.000,29.444,18.750,6397,,,46,40,2,25,7
24476,,52,127,75,132,3,,,,,,,,,,,,,,,,,,24476,,0,22,14,23,2,0,24476,,5.909,,36.000,,,,24476,,23,,46,,,
11313,149,102,66,65,85,87,63,11313,1,,,,1,,1,,,,,,,,,11313,24,22,24,15,19,20,17,11313,25.000,40.000,,,,,22.777,11313,5,23,,,,,50
9361,9,5,2,34,9,9,4,,,,,,,,,,,,,,,,,9361,18,14,19,9,10,13,10,9361,,,,19.333,,,,9361,,,,25,,,
23009,194,110,85,315,162,163,200,23009,,,,,,1,1,23009,,,,,,2,,23009,22,20,14,27,22,21,23,23009,8.333,30.000,15.000,20.000,23.750,30.000,21.250,23009,8,5,1,5,8,2,36
19385,242,117,89,161,112,243,373,19385,,,,1,,,,,,,,,,,,19385,33,33,23,24,24,26,36,19385,25.000,9.000,7.000,17.400,5.000,,,19385,2,1,5,25,2,,
6297,73,32,42,58,35,16,,6297,1,,,4,,,,,,,,,,,,6297,25,23,18,17,16,7,0,6297,22.000,,,24.500,,,,6297,3,,,15,,,
7083,644,590,545,557,627,763,1120,7083,,,,,,1,,7083,1,3,,,,5,,7083,39,42,33,29,33,34,36,7083,,,,11.875,0.000,17.500,21.666,7083,,,,45,2,5,59
17848,94,91,57,47,50,100,235,,,,,,,,,,,,,,,,,17848,19,9,15,7,10,17,27,17848,0.000,,,,,40.000,20.000,17848,3,,,,,2,33
13170,40,63,66,117,53,59,124,13170,1,1,,2,,,2,13170,2,3,,1,,,2,13170,24,32,31,31,31,37,34,13170,25.000,,15.000,29.545,,,27.333,13170,1,,1,22,,,28
12359,17,34,,13,7,3,2,,,,,,,,,,,,,,,,,12359,14,27,1,5,13,19,27,12359,,21.666,,22.500,,,,12359,,8,,7,,,
15612,119,109,,,,,,,,,,,,,,,,,,,,,,15612,24,31,0,0,0,,,15612,25.000,,,,,,,15612,2,,,,,,
14027,164,261,79,36,3,68,88,14027,1,,1,,,,,,,,,,,,,14027,17,16,10,0,0,4,10,14027,25.000,24.166,25.000,24.285,,29.375,9.375,14027,4,87,2,12,,22,20
23255,116,309,549,390,261,272,361,23255,,,,1,,,,,,,,,,,,23255,18,20,27,25,14,21,28,23255,25.000,25.000,7.000,8.000,21.111,30.000,12.777,23255,3,2,3,5,14,2,22
22169,339,246,101,78,236,133,28,,,,,,,,,,,,,,,,,22169,25,28,12,18,17,17,9,22169,25.000,,0.000,7.000,,,,22169,1,,3,2,,,
26443,,,,,,,37,,,,,,,,,,,,,,,,,26443,,,,,,,0,26443,,,,,,,20.000,26443,,,,,,,2
22461,276,181,146,131,102,94,182,22461,,1,,1,,,,,,,,,,,,22461,22,15,10,9,7,6,15,22461,62.500,,200.000,33.333,150.000,,,22461,5,,1,4,2,,
