userid,logins_m_1,logins_m_2,logins_m_3,logins_m_4,touserid,kudos_t_m_1,kudos_t_m_2,kudos_t_m_3,kudos_t_m_4,fromuserid,kudos_f_m_1,kudos_f_m_2,kudos_f_m_3,kudos_f_m_4,userid_0,kpi_m_1,kpi_m_2,kpi_m_3,kpi_m_4,userid_1,lrn_m_1,lrn_m_2,lrn_m_3,lrn_m_4,userid_2,lrn_t_m_1,lrn_t_m_2,lrn_t_m_3,lrn_t_m_4
25974,,118,65,73,,,,,,,,,,,25974,0,5,13,20,25974,,28.636,11.000,18.333,25974,,23,18,9
16364,153,134,531,237,,,,,,,,,,,16364,23,21,34,25,16364,30.000,31.666,,20.000,16364,8,6,,49
17406,160,95,124,162,,,,,,,,,,,17406,23,14,16,18,17406,14.285,36.666,22.142,22.000,17406,13,6,10,31
9180,566,360,1630,1319,9180,,,1,,,,,,,9180,39,20,40,29,9180,,24.583,,,9180,,21,,
15525,329,196,286,129,,,,,,,,,,,15525,22,19,24,20,15525,25.000,,31.111,,15525,4,,27,
17373,133,103,118,95,,,,,,,,,,,17373,23,18,21,9,17373,22.142,22.000,10.000,19.166,17373,10,20,3,24
9995,92,206,149,128,,,,,,9995,,,3,3,9995,25,30,25,28,9995,,16.818,,22.500,9995,,18,,6
5674,107,49,146,134,,,,,,5674,,,1,,5674,34,27,35,40,5674,,30.000,21.250,27.500,5674,,2,7,3
24388,15,17,17,29,24388,,,,1,,,,,,24388,23,13,25,25,24388,,25.000,,20.000,24388,,12,,2
20752,100,102,161,187,20752,,1,,,,,,,,20752,17,17,24,21,20752,26.250,20.000,26.111,25.000,20752,11,2,24,10
20039,297,175,304,223,20039,1,,1,,20039,5,,1,1,20039,34,20,32,29,20039,,30.416,10.000,28.571,20039,,19,2,23
6738,763,483,769,731,6738,,1,3,2,6738,1,2,1,,6738,25,25,29,31,6738,,,23.181,0.000,6738,,,43,1
26184,,,512,366,26184,,,1,,,,,,,26184,,14,21,27,26184,,,21.250,,26184,,,14,
23837,634,515,602,372,23837,1,2,1,,23837,2,2,3,,23837,19,21,21,10,23837,,12.857,25.500,,23837,,21,23,
6313,444,670,813,580,6313,,,1,,,,,,,6313,26,30,35,26,6313,,20.714,23.333,,6313,,13,23,
15744,524,332,308,453,15744,2,,,,,,,,,15744,27,21,28,30,15744,18.000,25.000,20.000,15.000,15744,7,3,15,4
21522,496,173,393,431,,,,,,,,,,,21522,35,20,37,41,21522,23.000,,33.181,18.000,21522,5,,27,8
6151,382,404,285,139,,,,,,,,,,,6151,20,11,16,10,6151,150.000,40.000,,,6151,2,2,,
20341,23,39,36,36,,,,,,,,,,,20341,4,3,5,1,20341,,12.500,17.500,14.285,20341,,3,6,12
14315,359,309,255,367,14315,2,2,3,1,,,,,,14315,29,34,27,26,14315,,,28.000,15.000,14315,,,31,3
23650,543,297,694,477,23650,,1,1,,,,,,,23650,17,14,19,19,23650,56.250,30.000,10.000,15.000,23650,4,2,4,6
6821,299,158,324,183,6821,,1,,,,,,,,6821,25,15,21,12,6821,,,8.000,,6821,,,19,
7936,377,449,371,156,7936,,1,,,,,,,,7936,39,36,29,25,7936,,,28.055,,7936,,,54,
23315,286,152,312,115,,,,,,,,,,,23315,23,15,19,21,23315,,30.000,29.642,,23315,,3,46,
12823,127,31,137,188,,,,,,,,,,,12823,27,9,26,26,12823,,,25.000,,12823,,,37,
15348,469,561,726,276,15348,,5,,,,,,,,15348,39,38,46,26,15348,,,17.692,,15348,,,25,
22561,182,120,131,114,,,,,,,,,,,22561,25,19,20,20,22561,16.666,,22.000,20.000,22561,4,,8,3
26212,,,284,12,,,,,,,,,,,26212,,0,9,6,26212,,,11.590,,26212,,,37,
25398,388,537,691,274,,,,,,25398,,,,1,25398,4,15,22,13,25398,16.875,,17.222,30.000,25398,17,,38,5
11607,258,84,189,161,,,,,,,,,,,11607,28,16,19,25,11607,,,26.470,,11607,,,53,
24101,424,614,801,664,24101,,,1,,,,,,,24101,13,14,23,18,24101,,26.250,,26.250,24101,,50,,106
18878,896,85,,,,,,,,,,,,,18878,40,12,0,0,18878,18.000,,,,18878,18,,,
24726,436,487,547,255,,,,,,,,,,,24726,26,32,33,13,24726,,20.000,10.833,,24726,,4,8,
24811,325,207,276,168,24811,3,,,,24811,,2,,,24811,30,23,19,13,24811,,,25.789,,24811,,,41,
18464,151,32,,,,,,,,,,,,,18464,11,4,0,0,18464,25.000,,,,18464,3,,,
14766,243,126,206,219,,,,,,,,,,,14766,23,9,24,11,14766,25.000,20.000,18.750,20.000,14766,5,3,7,7
14219,119,57,66,158,,,,,,,,,,,14219,24,19,23,37,14219,28.750,29.285,6.666,31.666,14219,7,15,5,30
13013,171,124,386,230,13013,,,1,,,,,,,13013,22,23,22,17,13013,,,14.384,,13013,,,26,
23217,321,320,173,338,,,,,,23217,4,2,,,23217,28,36,27,38,23217,25.000,,26.666,16.666,23217,5,,14,9
9407,264,207,302,160,,,,,,,,,,,9407,22,23,22,24,9407,25.000,29.545,,23.333,9407,3,23,,8
14977,344,181,303,168,,,,,,,,,,,14977,30,22,29,21,14977,25.625,,20.000,5.000,14977,14,,10,2
15615,175,271,306,200,,,,,,,,,,,15615,22,14,20,22,15615,,,28.333,,15615,,,27,
6810,62,120,150,119,6810,,1,,,6810,,,1,,6810,24,32,32,36,6810,,25.000,20.454,,6810,,2,29,
21986,76,160,189,103,,,,,,,,,,,21986,15,27,29,14,21986,15.000,28.750,20.000,15.000,21986,2,9,18,11
25774,18,123,386,342,,,,,,,,,,,25774,4,13,25,28,25774,,18.333,15.000,30.000,25774,,6,4,1
25677,12,90,100,9,,,,,,,,,,,25677,0,7,5,0,25677,25.000,25.000,19.000,,25677,1,2,12,
22994,265,89,169,275,,,,,,,,,,,22994,30,16,25,32,22994,25.000,,25.000,,22994,1,,24,
8714,314,424,425,446,8714,,2,,1,,,,,,8714,33,37,38,31,8714,,18.571,12.000,34.545,8714,,11,9,21
20544,110,62,272,123,,,,,,,,,,,20544,37,26,46,43,20544,25.000,5.000,18.181,10.000,20544,3,5,23,1
25560,8,65,86,79,25560,,1,1,,,,,,,25560,7,24,21,13,25560,,,25.000,,25560,,,48,
9219,114,80,72,165,,,,,,,,,,,9219,20,21,22,29,9219,,,0.000,,9219,,,4,
14782,288,223,595,278,,,,,,,,,,,14782,23,22,35,28,14782,,,26.944,,14782,,,46,
13626,31,65,51,74,,,,,,,,,,,13626,13,18,22,24,13626,,17.857,25.000,10.000,13626,,10,4,4
15635,121,30,490,129,,,,,,15635,,,2,,15635,27,13,31,17,15635,25.000,,21.875,,15635,5,,49,
12197,143,171,66,74,,,,,,,,,,,12197,27,25,24,21,12197,20.000,28.333,,,12197,9,9,,
23424,133,71,100,30,,,,,,,,,,,23424,23,12,15,0,23424,21.875,9.444,20.000,,23424,17,12,3,
5662,287,493,318,200,,,,,,5662,,,,1,5662,8,7,4,0,5662,,,2.538,,5662,,,21,
23963,524,536,338,100,,,,,,,,,,,23963,16,22,19,10,23963,150.000,100.000,,,23963,2,2,,
22513,28,18,182,100,,,,,,,,,,,22513,21,14,28,21,22513,,,17.500,,22513,,,46,
5974,24,28,36,10,,,,,,,,,,,5974,15,24,22,20,5974,,,3.333,,5974,,,4,
23190,708,938,992,257,23190,,1,,,,,,,,23190,24,25,27,5,23190,150.000,40.000,10.000,,23190,2,1,1,
19113,122,144,65,69,19113,,1,,,,,,,,19113,22,23,21,21,19113,15.000,,,10.000,19113,9,,,1
26249,,,604,628,,,,,,26249,,,1,,26249,,0,15,12,26249,,,10.000,10.000,26249,,,5,2
20633,100,102,211,114,,,,,,,,,,,20633,27,19,28,27,20633,,12.500,20.000,,20633,,2,14,
13006,95,107,232,132,13006,,,1,,,,,,,13006,21,22,33,23,13006,,,25.937,,13006,,,58,
24229,122,585,701,626,24229,1,,,2,,,,,,24229,25,31,40,32,24229,,,25.357,,24229,,,115,
24516,28,11,,,,,,,,,,,,,24516,13,11,0,0,24516,12.500,,,,24516,8,,,
22809,306,109,330,97,22809,,,2,,,,,,,22809,31,28,35,30,22809,,,24.687,,22809,,,42,
21045,,,130,189,,,,,,,,,,,21045,,0,16,20,21045,,,18.666,,21045,,,35,
26271,,29,373,232,,,,,,,,,,,26271,,13,33,26,26271,,,15.000,,26271,,,10,
23877,121,139,657,198,23877,,,3,,,,,,,23877,17,15,33,21,23877,,,21.176,0.000,23877,,,40,1
22425,139,86,119,37,,,,,,,,,,,22425,25,22,23,12,22425,,,23.125,,22425,,,37,
22998,329,326,558,340,22998,,,1,,22998,,1,1,,22998,33,31,43,31,22998,,25.000,31.785,,22998,,2,33,
6464,70,65,109,75,6464,,,,1,,,,,,6464,27,29,31,32,6464,,,27.187,,6464,,,81,
23738,435,378,417,366,23738,,1,,,,,,,,23738,19,30,31,22,23738,25.000,,26.750,,23738,5,,93,
14894,233,240,272,182,14894,2,,,,14894,,,,1,14894,31,29,33,33,14894,25.000,,23.076,,14894,2,,14,
5635,537,45,,,,,,,,,,,,,5635,21,3,0,,5635,75.000,,,,5635,2,,,
24437,381,189,358,60,24437,,,1,,,,,,,24437,19,14,25,1,24437,150.000,,,,24437,3,,,
25819,11,193,609,321,,,,,,25819,,2,,,25819,0,21,28,17,25819,,,17.500,,25819,,,36,
18141,232,325,412,235,18141,,,,1,,,,,,18141,16,30,23,18,18141,18.750,25.000,30.000,20.000,18141,6,6,14,3
26465,,,57,230,,,,,,,,,,,26465,,,8,28,26465,,,20.833,19.090,26465,,,9,20
22025,375,176,231,163,22025,,,1,,22025,4,,4,,22025,31,27,34,29,22025,28.750,28.750,0.000,0.000,22025,7,22,1,3
23011,758,642,727,760,23011,1,,,,,,,,,23011,37,38,32,37,23011,28.750,28.750,27.500,30.000,23011,10,8,23,44
26340,,47,250,113,,,,,,,,,,,26340,,0,10,11,26340,,,20.000,,26340,,,4,
22907,132,359,353,306,22907,,1,,,22907,,1,,,22907,12,24,14,20,22907,25.000,30.000,10.000,15.000,22907,2,2,1,4
24577,102,93,,,,,,,,,,,,,24577,17,8,0,0,24577,19.285,16.666,,,24577,11,5,,
11307,87,136,143,18,,,,,,,,,,,11307,23,21,24,10,11307,25.000,,35.555,,11307,3,,114,
19648,92,210,223,227,,,,,,,,,,,19648,16,37,22,34,19648,,25.000,19.375,,19648,,3,14,
25257,319,281,360,261,25257,,,,2,,,,,,25257,31,32,33,33,25257,,25.000,11.666,5.000,25257,,7,15,2
21380,112,232,300,27,,,,,,,,,,,21380,17,23,30,14,21380,25.000,,,30.000,21380,1,,,5
18405,162,130,184,57,18405,,1,,,,,,,,18405,42,36,46,22,18405,,26.666,,25.000,18405,,5,,7
5749,330,160,245,220,,,,,,,,,,,5749,14,14,19,19,5749,21.666,0.000,3.076,,5749,6,1,14,
24414,17,36,135,17,,,,,,,,,,,24414,9,10,16,9,24414,25.000,,6.000,,24414,3,,7,
18104,188,224,210,183,,,,,,,,,,,18104,19,19,23,22,18104,20.000,,,15.000,18104,17,,,15
19191,860,743,939,778,19191,1,,,,19191,6,1,2,2,19191,29,29,21,20,19191,36.250,28.333,,10.000,19191,25,4,,8
25306,188,94,,,,,,,,,,,,,25306,13,13,0,,25306,16.666,,,,25306,11,,,
9353,9,45,23,29,,,,,,,,,,,9353,16,14,18,18,9353,,20.000,,10.000,9353,,13,,1
26423,,,240,683,26423,,,1,,26423,,,1,,26423,,0,8,14,26423,,,6.666,18.571,26423,,,6,17
23429,189,111,160,153,,,,,,,,,,,23429,22,21,33,17,23429,16.666,,,,23429,7,,,
9263,498,180,165,242,,,,,,,,,,,9263,26,21,22,25,9263,27.857,,,17.142,9263,74,,,22
25578,,38,198,252,25578,,,4,,,,,,,25578,9,15,25,20,25578,,,15.750,21.666,25578,,,26,32
22345,120,240,240,217,,,,,,,,,,,22345,22,25,23,19,22345,,40.000,,,22345,,2,,
8325,116,92,102,144,8325,,,,1,,,,,,8325,23,23,31,23,8325,,30.000,25.909,,8325,,2,13,
13906,57,82,57,71,13906,,,2,,,,,,,13906,16,15,18,24,13906,10.500,27.500,,,13906,20,5,,
22854,28,81,55,52,,,,,,,,,,,22854,30,32,30,18,22854,,25.555,0.000,10.000,22854,,26,1,9
8881,743,439,806,365,8881,5,,,1,8881,2,,6,1,8881,29,18,24,19,8881,,,25.000,,8881,,,133,
9453,170,254,203,224,9453,4,,,,9453,,,2,1,9453,33,39,43,40,9453,24.166,32.500,,15.000,9453,7,14,,2
20664,546,1216,1742,954,,,,,,20664,,,,3,20664,16,24,32,23,20664,,12.500,29.333,20.000,20664,,3,56,6
9197,45,42,71,80,,,,,,,,,,,9197,23,23,27,32,9197,,25.000,10.000,,9197,,2,2,
7035,406,271,387,309,,,,,,,,,,,7035,30,32,40,36,7035,18.000,27.500,12.500,,7035,13,4,5,
18760,88,42,32,51,18760,1,,,,,,,,,18760,29,15,15,6,18760,,25.000,,,18760,,6,,
24727,642,714,657,465,,,,,,,,,,,24727,32,39,34,20,24727,,0.000,25.000,37.500,24727,,2,90,9
12055,1335,997,1306,623,12055,6,,1,,12055,,,1,1,12055,40,26,40,25,12055,25.000,27.142,,,12055,1,21,,
22629,203,301,444,232,22629,,,1,,22629,2,,1,,22629,35,35,42,33,22629,,19.444,4.000,,22629,,20,5,
18455,216,161,182,181,,,,,,,,,,,18455,28,17,27,26,18455,31.363,25.000,20.000,28.461,18455,39,7,2,68
22224,144,159,379,231,22224,,1,,,,,,,,22224,23,27,30,24,22224,,,14.166,,22224,,,37,
20631,4,84,13,20,,,,,,,,,,,20631,6,23,14,14,20631,,26.666,,,20631,,7,,
17815,271,197,277,229,17815,,1,1,,,,,,,17815,27,21,33,25,17815,0.000,17.500,22.857,40.000,17815,2,6,17,16
21053,569,441,1057,370,,,,,,,,,,,21053,29,23,33,19,21053,150.000,0.000,0.000,0.000,21053,2,1,1,1
25358,405,606,266,94,25358,,,1,,,,,,,25358,18,25,21,5,25358,20.000,,18.125,,25358,8,,14,
10411,123,79,162,35,,,,,,,,,,,10411,24,18,23,8,10411,,,23.235,,10411,,,43,
24218,51,394,151,4,,,,,,,,,,,24218,14,31,22,6,24218,,25.000,20.000,,24218,,2,20,
25058,239,152,102,183,,,,,,,,,,,25058,13,20,14,27,25058,20.000,30.000,18.333,,25058,9,2,5,
19518,266,94,154,84,,,,,,,,,,,19518,16,19,17,12,19518,0.000,31.666,16.666,,19518,1,7,15,
14404,48,34,50,56,,,,,,,,,,,14404,13,16,25,20,14404,21.666,,,,14404,5,,,
23073,551,877,769,982,,,,,,,,,,,23073,18,24,22,24,23073,25.000,25.416,,15.000,23073,4,48,,44
11466,176,171,320,143,11466,1,,,,11466,3,,,,11466,26,26,29,31,11466,,,28.333,,11466,,,47,
10059,104,180,280,126,,,,,,,,,,,10059,26,33,34,31,10059,,30.000,28.928,0.000,10059,,4,27,2
26632,,,58,643,26632,,,,1,,,,,,26632,,,15,44,26632,,,17.500,11.666,26632,,,8,4
18342,239,276,658,134,18342,,,3,,18342,2,,1,,18342,5,15,16,2,18342,,,27.187,,18342,,,64,
23131,234,191,243,199,,,,,,,,,,,23131,24,21,24,16,23131,,,17.916,,23131,,,55,
9626,148,265,445,123,9626,3,,,,,,,,,9626,14,22,19,18,9626,,8.333,20.714,,9626,,3,57,
16819,214,248,140,115,,,,,,16819,,2,1,,16819,20,21,17,12,16819,,,12.500,,16819,,,14,
24615,122,99,195,153,,,,,,,,,,,24615,27,23,26,22,24615,,,18.928,30.000,24615,,,38,1
11236,136,79,142,79,11236,,1,3,1,11236,9,4,7,1,11236,23,20,23,32,11236,,25.000,27.500,,11236,,4,47,
7717,164,168,225,124,,,,,,7717,1,2,,,7717,19,20,20,18,7717,,,20.000,0.000,7717,,,9,1
18080,109,83,98,72,,,,,,,,,,,18080,18,19,28,28,18080,28.750,21.250,21.250,30.000,18080,8,12,12,1
9038,299,215,253,121,,,,,,,,,,,9038,33,18,4,5,9038,21.666,,,,9038,10,,,
24550,47,50,198,225,24550,6,,4,4,,,,,,24550,28,40,42,42,24550,,,19.090,,24550,,,23,
7950,416,475,559,568,7950,,1,,,7950,,1,,,7950,32,32,35,36,7950,28.750,29.285,20.000,23.000,7950,4,22,5,21
23393,30,36,65,24,23393,,,,1,,,,,,23393,28,22,30,21,23393,,,15.000,,23393,,,5,
19759,142,129,510,296,19759,,,1,1,19759,,,1,1,19759,28,26,41,27,19759,0.000,,21.666,,19759,2,,67,
12387,38,20,42,70,12387,,3,,,,,,,,12387,21,7,32,24,12387,20.000,,10.000,15.000,12387,2,,2,4
24492,269,325,176,200,24492,,1,,,,,,,,24492,17,17,12,7,24492,,,7.500,6.000,24492,,,7,11
17308,322,346,157,175,17308,,1,1,,,,,,,17308,16,28,20,21,17308,21.000,25.000,14.285,30.000,17308,16,9,13,2
24557,36,37,32,9,,,,,,,,,,,24557,11,6,16,2,24557,25.000,0.000,,,24557,2,1,,
25573,,3,97,51,25573,,,,1,,,,,,25573,,2,11,23,25573,,,17.500,,25573,,,4,
5649,220,194,206,82,5649,,,1,,,,,,,5649,21,10,19,8,5649,,40.000,40.000,,5649,,3,2,
26427,,35,42,90,,,,,,,,,,,26427,,0,16,22,26427,,25.000,10.000,17.500,26427,,8,1,4
5858,362,247,659,570,5858,,,,1,5858,,,4,,5858,7,11,21,18,5858,150.000,40.000,0.000,0.000,5858,2,5,2,1
14299,73,61,45,56,,,,,,,,,,,14299,12,10,9,13,14299,,22.500,,,14299,,9,,
26140,,,164,,,,,,,,,,,,26140,,0,12,0,26140,,,25.000,,26140,,,1,
8755,637,485,359,392,,,,,,,,,,,8755,34,30,25,23,8755,24.166,29.285,10.000,32.857,8755,6,7,2,36
25954,11,66,39,33,,,,,,,,,,,25954,0,1,7,2,25954,,41.000,10.000,,25954,,17,2,
25838,21,619,832,1064,25838,,1,,,,,,,,25838,0,15,21,23,25838,,10.000,,,25838,,4,,
21755,64,34,194,103,,,,,,,,,,,21755,21,18,23,20,21755,21.666,,17.142,17.142,21755,4,,11,24
25434,162,84,81,61,,,,,,,,,,,25434,14,8,11,11,25434,,36.666,20.000,,25434,,6,2,
9803,40,28,21,56,9803,,,,1,9803,3,,,,9803,25,24,18,29,9803,,30.000,,16.666,9803,,2,,7
11690,91,46,95,111,,,,,,,,,,,11690,19,12,23,26,11690,,,22.500,,11690,,,45,
12181,157,261,405,221,,,,,,,,,,,12181,21,34,36,31,12181,,,20.000,15.000,12181,,,11,3
14216,230,347,325,283,,,,,,,,,,,14216,17,18,20,20,14216,,,15.833,,14216,,,11,
24586,547,291,191,104,,,,,,24586,2,,,,24586,21,21,17,14,24586,25.000,20.000,20.000,12.500,24586,2,8,9,3
7248,118,217,317,289,,,,,,,,,,,7248,26,31,30,21,7248,17.500,,23.888,15.000,7248,2,,25,2
18450,558,415,369,603,,,,,,,,,,,18450,26,20,23,26,18450,,25.416,10.000,20.000,18450,,12,1,2
24356,326,179,165,107,,,,,,,,,,,24356,28,24,36,17,24356,20.000,20.000,,15.714,24356,13,1,,12
8642,146,213,221,262,,,,,,8642,2,2,2,,8642,25,29,32,32,8642,18.750,30.000,,13.333,8642,4,13,,4
21573,51,57,58,71,,,,,,,,,,,21573,18,20,13,20,21573,,,23.611,,21573,,,28,
24923,157,78,149,240,,,,,,,,,,,24923,13,21,17,19,24923,25.000,,17.058,,24923,3,,46,
20478,39,4,39,32,,,,,,,,,,,20478,9,5,13,7,20478,,,13.333,,20478,,,17,
16698,150,105,151,297,,,,,,,,,,,16698,26,23,21,28,16698,20.000,,20.000,26.666,16698,1,,33,38
25912,,72,136,208,,,,,,,,,,,25912,0,5,5,9,25912,,,,19.000,25912,,,,8
24237,47,13,189,122,24237,,1,,,,,,,,24237,29,22,38,34,24237,,,18.571,,24237,,,9,
25745,9,290,314,192,,,,,,,,,,,25745,0,11,12,8,25745,,8.333,18.333,13.750,25745,,4,11,15
24384,277,113,75,122,,,,,,,,,,,24384,26,22,17,24,24384,,,21.875,,24384,,,38,
18426,170,201,172,156,,,,,,,,,,,18426,20,21,18,21,18426,12.500,,0.000,,18426,3,,1,
25010,15,292,160,149,25010,,6,3,,25010,,2,7,1,25010,22,38,24,33,25010,,,30.000,5.000,25010,,,3,3
18345,287,465,448,294,,,,,,18345,,,,1,18345,23,31,38,29,18345,,18.000,21.250,,18345,,17,8,
24330,198,89,206,146,24330,2,,,,,,,,,24330,29,13,23,23,24330,,,17.250,,24330,,,47,
13240,161,59,116,243,13240,1,,,,,,,,,13240,14,12,11,15,13240,,,10.000,20.000,13240,,,2,6
18239,11,36,18,11,,,,,,,,,,,18239,16,20,18,23,18239,,25.000,0.000,,18239,,5,1,
10180,338,357,411,304,10180,1,,1,,,,,,,10180,26,22,28,18,10180,,,20.000,,10180,,,3,
11475,244,54,47,116,,,,,,,,,,,11475,23,22,21,22,11475,10.000,,,15.000,11475,7,,,7
6375,158,102,85,115,,,,,,,,,,,6375,22,14,16,17,6375,23.000,30.000,20.000,30.000,6375,7,1,3,1
26213,,58,391,269,,,,,,,,,,,26213,,0,31,25,26213,,13.750,14.500,,26213,,4,11,
19823,,,22,516,,,,,,,,,,,19823,,,3,20,19823,,,,10.000,19823,,,,6
15643,19,20,22,10,,,,,,,,,,,15643,9,22,21,15,15643,25.000,,,20.000,15643,1,,,13
23398,160,308,219,115,,,,,,,,,,,23398,11,16,17,14,23398,28.750,30.625,10.000,32.000,23398,6,18,3,21
16222,40,51,45,69,,,,,,,,,,,16222,11,18,23,17,16222,25.000,,13.000,21.000,16222,2,,17,24
23324,125,150,,,,,,,,,,,,,23324,11,9,0,,23324,20.000,12.500,,,23324,4,3,,
12839,88,163,82,50,12839,,2,,,,,,,,12839,20,30,29,14,12839,,26.666,,,12839,,4,,
9907,81,106,84,29,9907,1,,,,,,,,,9907,33,25,24,13,9907,,26.666,15.000,0.000,9907,,3,2,1
24780,110,323,163,395,,,,,,,,,,,24780,11,21,15,23,24780,25.000,20.000,,,24780,3,2,,
13153,101,95,136,139,,,,,,,,,,,13153,9,11,20,25,13153,20.000,25.000,20.000,17.000,13153,4,5,2,9
17029,109,164,154,100,,,,,,,,,,,17029,26,33,41,24,17029,30.000,32.500,18.571,10.000,17029,5,11,17,1
7264,109,71,121,55,,,,,,,,,,,7264,15,17,27,4,7264,20.000,30.000,20.000,0.000,7264,5,4,9,4
20170,17,15,58,22,,,,,,,,,,,20170,16,11,20,13,20170,,20.000,5.000,,20170,,1,4,
16804,204,246,813,502,16804,1,,1,,16804,,,,1,16804,24,24,37,16,16804,,25.000,16.666,10.000,16804,,8,4,1
25780,,98,377,299,,,,,,,,,,,25780,0,6,30,24,25780,,,13.571,15.454,25780,,,9,42
26511,,,11,73,,,,,,,,,,,26511,,,15,36,26511,,,20.000,11.666,26511,,,2,13
26487,,,,234,,,,,,,,,,,26487,,,0,20,26487,,,,12.500,26487,,,,38
7752,,,8,4,,,,,,,,,,,7752,2,13,6,6,7752,,,,0.000,7752,,,,1
9859,4,20,7,29,,,,,,,,,,,9859,13,23,17,26,9859,,30.000,,10.000,9859,,3,,9
20643,268,424,537,416,20643,1,,1,1,20643,,2,,,20643,50,45,42,45,20643,,28.500,,,20643,,20,,
17779,718,434,511,723,,,,,,17779,1,,,,17779,45,42,48,44,17779,25.000,17.000,32.500,24.545,17779,4,9,12,52
25492,393,460,518,617,25492,2,2,1,,,,,,,25492,12,14,11,18,25492,25.000,,,,25492,2,,,
7117,102,34,53,49,,,,,,,,,,,7117,35,26,34,24,7117,17.500,,,,7117,2,,,
12254,68,41,87,86,,,,,,,,,,,12254,20,11,29,12,12254,21.666,,14.583,40.000,12254,4,,22,4
23570,122,1,,,,,,,,,,,,,23570,8,4,0,,23570,22.500,,,,23570,3,,,
23917,409,538,784,451,,,,,,,,,,,23917,20,24,28,21,23917,,,0.000,0.000,23917,,,1,1
9788,219,202,225,188,,,,,,,,,,,9788,26,29,27,26,9788,25.000,,3.750,,9788,3,,5,
8055,53,34,22,31,8055,1,,,,,,,,,8055,15,16,9,11,8055,,,,12.000,8055,,,,10
9785,37,32,37,63,9785,1,,1,1,,,,,,9785,34,21,31,41,9785,,26.666,0.000,10.000,9785,,4,2,14
21938,244,210,493,760,,,,,,,,,,,21938,28,21,34,37,21938,25.000,,,15.714,21938,2,,,29
10092,202,211,223,573,10092,,,,1,,,,,,10092,19,22,20,30,10092,25.000,,,20.000,10092,1,,,3
26615,,,37,29,,,,,,,,,,,26615,,,2,12,26615,,,,20.000,26615,,,,5
8694,80,105,93,59,,,,,,,,,,,8694,26,28,34,26,8694,,,10.000,20.000,8694,,,1,2
24666,82,97,53,50,,,,,,,,,,,24666,14,15,11,9,24666,12.500,,,,24666,3,,,
9634,25,26,42,95,,,,,,,,,,,9634,20,22,24,38,9634,,,,0.000,9634,,,,1
17104,305,338,256,130,,,,,,17104,1,4,3,,17104,24,23,22,17,17104,,,10.000,,17104,,,1,
15277,283,169,200,141,15277,,,,1,15277,,,,2,15277,22,20,20,24,15277,,,26.944,,15277,,,52,
19532,47,71,183,41,,,,,,,,,,,19532,24,27,29,22,19532,,22.142,,,19532,,13,,
25205,331,154,294,154,,,,,,,,,,,25205,25,7,17,16,25205,3.571,,20.000,15.000,25205,8,,13,2
27143,,,,14,,,,,,,,,,,27143,,,,0,27143,,,,30.000,27143,,,,1
15988,16,246,387,180,,,,,,,,,,,15988,14,25,37,39,15988,,0.000,27.142,,15988,,6,14,
9252,233,117,278,61,,,,,,,,,,,9252,22,24,23,29,9252,0.000,,16.071,,9252,2,,34,
22145,68,53,122,87,,,,,,,,,,,22145,28,22,31,37,22145,,,27.083,,22145,,,44,
25466,100,44,1,,25466,,1,,,,,,,,25466,30,20,6,0,25466,17.857,26.666,,,25466,11,5,,
5925,115,154,175,153,,,,,,,,,,,5925,17,20,28,28,5925,28.000,20.000,25.833,32.857,5925,8,1,12,29
10149,54,75,125,42,,,,,,,,,,,10149,24,30,31,23,10149,,,19.687,,10149,,,41,
19192,218,320,677,330,19192,,,3,1,19192,,4,5,,19192,23,31,40,22,19192,25.000,22.500,19.000,20.000,19192,2,7,11,13
16565,,17,,13,,,,,,,,,,,16565,31,22,28,27,16565,,16.000,,10.000,16565,,10,,2
20786,201,134,112,19,,,,,,,,,,,20786,6,16,8,0,20786,150.000,40.000,,,20786,2,3,,
21936,81,56,13,,,,,,,,,,,,21936,19,25,12,0,21936,20.000,,,,21936,19,,,
25999,,83,61,233,,,,,,,,,,,25999,0,17,17,17,25999,,,10.000,30.000,25999,,,1,16
25328,99,217,155,156,,,,,,,,,,,25328,24,25,27,23,25328,18.181,0.000,0.000,,25328,13,1,2,
20230,166,159,56,93,,,,,,,,,,,20230,19,21,16,16,20230,21.428,,,,20230,14,,,
20693,258,321,451,433,,,,,,,,,,,20693,31,26,26,33,20693,32.500,,29.615,21.666,20693,2,,15,14
23233,133,65,143,129,,,,,,,,,,,23233,14,10,16,15,23233,,10.833,13.750,30.000,23233,,9,8,2
24775,293,160,291,174,,,,,,,,,,,24775,31,24,24,23,24775,,,26.764,,24775,,,42,
20241,310,191,225,326,,,,,,,,,,,20241,24,22,22,27,20241,25.000,,40.000,10.000,20241,2,,7,1
13974,189,145,170,192,13974,,,,1,,,,,,13974,38,30,36,33,13974,25.000,20.000,10.000,13.333,13974,2,9,1,16
22322,430,244,195,188,,,,,,,,,,,22322,33,17,19,21,22322,,,32.500,,22322,,,34,
11613,41,40,21,53,,,,,,,,,,,11613,19,21,14,22,11613,,,10.000,15.000,11613,,,1,8
6580,329,356,331,244,,,,,,6580,,,2,,6580,18,23,16,27,6580,23.000,29.285,5.000,30.000,6580,13,19,4,159
25370,626,572,954,498,25370,,,1,,,,,,,25370,32,29,37,33,25370,,0.000,,,25370,,1,,
